2191,27.94, 49
Vazao | Tempo: 3681692, Pulsos: 45, PWMooler: 221
Vazao | Tempo: 3682032, Pulsos: 24, PWMooler: 254
Vazao | Tempo: 3682532, Pulsos: 33, PWMooler: 242
3683191,33.44, 149
Vazao | Tempo: 3683192, Pulsos: 44, PWMooler: 224
Vazao | Tempo: 3683532, Pulsos: 24, PWMooler: 255
Vazao | Tempo: 3684032, Pulsos: 34, PWMooler: 241
3684691,33.44, 149
Vazao | Tempo: 3684692, Pulsos: 45, PWMooler: 223
Vazao | Tempo: 3685032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3685532, Pulsos: 34, PWMooler: 240
3686191,33.44, 149
Vazao | Tempo: 3686191, Pulsos: 44, PWMooler: 223
Vazao | Tempo: 3686532, Pulsos: 24, PWMooler: 254
Vazao | Tempo: 3687032, Pulsos: 33, PWMooler: 243
3687691,33.44, 149
Vazao | Tempo: 3687692, Pulsos: 45, PWMooler: 223
Vazao | Tempo: 3688032, Pulsos: 24, PWMooler: 255
Vazao | Tempo: 3688532, Pulsos: 34, PWMooler: 241
3689191,33.44, 149
Vazao | Tempo: 3689192, Pulsos: 46, PWMooler: 221
Vazao | Tempo: 3689532, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3690032, Pulsos: 34, PWMooler: 240
3690691,33.44, 149
Vazao | Tempo: 3690692, Pulsos: 45, PWMooler: 221
Vazao | Tempo: 3691032, Pulsos: 24, PWMooler: 254
Vazao | Tempo: 3691532, Pulsos: 34, PWMooler: 241
3692191,33.44, 149
Vazao | Tempo: 3692192, Pulsos: 45, PWMooler: 222
Vazao | Tempo: 3692532, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3693032, Pulsos: 33, PWMooler: 242
3693691,33.44, 149
Vazao | Tempo: 3693692, Pulsos: 45, PWMooler: 222
Vazao | Tempo: 3694032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3694532, Pulsos: 34, PWMooler: 240
3695191,33.44, 149
Vazao | Tempo: 3695191, Pulsos: 45, PWMooler: 221
Vazao | Tempo: 3695532, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3696032, Pulsos: 34, PWMooler: 240
3696691,33.44, 149
Vazao | Tempo: 3696691, Pulsos: 45, PWMooler: 221
Vazao | Tempo: 3697032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3697532, Pulsos: 33, PWMooler: 242
3698191,33.44, 149
Vazao | Tempo: 3698192, Pulsos: 45, PWMooler: 222
Vazao | Tempo: 3698532, Pulsos: 24, PWMooler: 254
Vazao | Tempo: 3699032, Pulsos: 33, PWMooler: 243
3699691,33.44, 149
Vazao | Tempo: 3699692, Pulsos: 45, PWMooler: 223
Vazao | Tempo: 3700032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3700532, Pulsos: 34, PWMooler: 240
3701191,33.44, 149
Vazao | Tempo: 3701191, Pulsos: 44, PWMooler: 223
Vazao | Tempo: 3701532, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3702032, Pulsos: 34, PWMooler: 240
3702691,33.44, 149
Vazao | Tempo: 3702692, Pulsos: 44, PWMooler: 223
Vazao | Tempo: 3703032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3703532, Pulsos: 34, PWMooler: 240
3704191,33.44, 149
Vazao | Tempo: 3704192, Pulsos: 44, PWMooler: 223
Vazao | Tempo: 3704532, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3705032, Pulsos: 33, PWMooler: 242
3705691,33.44, 149
Vazao | Tempo: 3705692, Pulsos: 45, PWMooler: 222
Vazao | Tempo: 3706032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3706532, Pulsos: 34, PWMooler: 240
3707191,33.50, 149
Vazao | Tempo: 3707191, Pulsos: 45, PWMooler: 221
Vazao | Tempo: 3707532, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3708032, Pulsos: 34, PWMooler: 240
3708691,33.50, 149
Vazao | Tempo: 3708692, Pulsos: 44, PWMooler: 223
Vazao | Tempo: 3709032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3709532, Pulsos: 34, PWMooler: 240
3710191,33.50, 149
Vazao | Tempo: 3710192, Pulsos: 45, PWMooler: 221
Vazao | Tempo: 3710532, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3711032, Pulsos: 33, PWMooler: 242
3711691,33.50, 149
Vazao | Tempo: 3711692, Pulsos: 45, PWMooler: 222
Vazao | Tempo: 3712032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3712532, Pulsos: 33, PWMooler: 242
3713191,33.50, 149
Vazao | Tempo: 3713191, Pulsos: 45, PWMooler: 222
Vazao | Tempo: 3713532, Pulsos: 24, PWMooler: 254
Vazao | Tempo: 3714032, Pulsos: 34, PWMooler: 241
3714691,33.50, 149
Vazao | Tempo: 3714691, Pulsos: 45, PWMooler: 222
Vazao | Tempo: 3715032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3715532, Pulsos: 33, PWMooler: 242
3716191,33.50, 149
Vazao | Tempo: 3716192, Pulsos: 44, PWMooler: 223
Vazao | Tempo: 3716532, Pulsos: 24, PWMooler: 255
Vazao | Tempo: 3717032, Pulsos: 33, PWMooler: 243
3717691,33.50, 149
Vazao | Tempo: 3717692, Pulsos: 45, PWMooler: 223
Vazao | Tempo: 3718032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3718532, Pulsos: 34, PWMooler: 240
3719191,33.50, 149
Vazao | Tempo: 3719192, Pulsos: 44, PWMooler: 223
Vazao | Tempo: 3719532, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3720032, Pulsos: 33, PWMooler: 242
3720691,33.50, 149
Vazao | Tempo: 3720692, Pulsos: 45, PWMooler: 222
Vazao | Tempo: 3721032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3721532, Pulsos: 34, PWMooler: 240
3722191,33.50, 149
Vazao | Tempo: 3722192, Pulsos: 45, PWMooler: 221
Vazao | Tempo: 3722532, Pulsos: 24, PWMooler: 254
Vazao | Tempo: 3723032, Pulsos: 33, PWMooler: 242
3723691,33.50, 149
Vazao | Tempo: 3723692, Pulsos: 45, PWMooler: 222
Vazao | Tempo: 3724032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3724532, Pulsos: 33, PWMooler: 242
3725191,33.50, 149
Vazao | Tempo: 3725192, Pulsos: 44, PWMooler: 223
Vazao | Tempo: 3725532, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3726032, Pulsos: 34, PWMooler: 240
3726691,33.50, 149
Vazao | Tempo: 3726691, Pulsos: 44, PWMooler: 223
Vazao | Tempo: 3727032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3727532, Pulsos: 34, PWMooler: 240
3728191,33.50, 149
Vazao | Tempo: 3728192, Pulsos: 45, PWMooler: 221
Vazao | Tempo: 3728532, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3729032, Pulsos: 33, PWMooler: 242
3729691,33.50, 149
Vazao | Tempo: 3729692, Pulsos: 45, PWMooler: 222
Vazao | Tempo: 3730032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3730532, Pulsos: 33, PWMooler: 242
3731191,33.50, 149
Vazao | Tempo: 3731192, Pulsos: 45, PWMooler: 222
Vazao | Tempo: 3731532, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3732032, Pulsos: 34, PWMooler: 240
3732691,33.56, 149
Vazao | Tempo: 3732692, Pulsos: 46, PWMooler: 220
Vazao | Tempo: 3733032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3733532, Pulsos: 33, PWMooler: 242
3734191,33.56, 149
Vazao | Tempo: 3734192, Pulsos: 45, PWMooler: 222
Vazao | Tempo: 3734532, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3735032, Pulsos: 34, PWMooler: 240
3735691,33.50, 150
Vazao | Tempo: 3735692, Pulsos: 44, PWMooler: 223
Vazao | Tempo: 3736032, Pulsos: 24, PWMooler: 254
Vazao | Tempo: 3736532, Pulsos: 33, PWMooler: 243
3737191,33.56, 149
Vazao | Tempo: 3737192, Pulsos: 45, PWMooler: 223
Vazao | Tempo: 3737532, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3738032, Pulsos: 33, PWMooler: 242
3738691,33.56, 149
Vazao | Tempo: 3738692, Pulsos: 45, PWMooler: 222
Vazao | Tempo: 3739032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3739532, Pulsos: 33, PWMooler: 242
3740191,33.56, 149
Vazao | Tempo: 3740192, Pulsos: 45, PWMooler: 222
Vazao | Tempo: 3740532, Pulsos: 24, PWMooler: 254
Vazao | Tempo: 3741032, Pulsos: 34, PWMooler: 241
3741691,33.56, 149
Vazao | Tempo: 3741692, Pulsos: 44, PWMooler: 224
Vazao | Tempo: 3742032, Pulsos: 24, PWMooler: 255
Vazao | Tempo: 3742532, Pulsos: 33, PWMooler: 243
3743191,33.56, 149
Vazao | Tempo: 3743192, Pulsos: 45, PWMooler: 223
Vazao | Tempo: 3743532, Pulsos: 24, PWMooler: 255
Vazao | Tempo: 3744032, Pulsos: 33, PWMooler: 243
3744691,33.56, 149
Vazao | Tempo: 3744691, Pulsos: 45, PWMooler: 223
Vazao | Tempo: 3745032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3745532, Pulsos: 34, PWMooler: 240
3746191,33.56, 149
Vazao | Tempo: 3746192, Pulsos: 45, PWMooler: 221
Vazao | Tempo: 3746532, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3747032, Pulsos: 34, PWMooler: 240
3747691,33.50, 150
Vazao | Tempo: 3747692, Pulsos: 44, PWMooler: 223
Vazao | Tempo: 3748032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3748532, Pulsos: 34, PWMooler: 240
3749191,33.50, 150
Vazao | Tempo: 3749192, Pulsos: 44, PWMooler: 223
Vazao | Tempo: 3749532, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3750032, Pulsos: 33, PWMooler: 242
3750691,33.56, 150
Vazao | Tempo: 3750692, Pulsos: 44, PWMooler: 223
Vazao | Tempo: 3751032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3751532, Pulsos: 33, PWMooler: 242
3752191,33.50, 150
Vazao | Tempo: 3752192, Pulsos: 45, PWMooler: 222
Vazao | Tempo: 3752532, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3753032, Pulsos: 33, PWMooler: 242
3753691,33.50, 150
Vazao | Tempo: 3753692, Pulsos: 44, PWMooler: 223
Vazao | Tempo: 3754032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3754532, Pulsos: 33, PWMooler: 242
3755191,33.50, 150
Vazao | Tempo: 3755191, Pulsos: 44, PWMooler: 223
Vazao | Tempo: 3755532, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3756032, Pulsos: 33, PWMooler: 242
3756691,33.50, 150
Vazao | Tempo: 3756692, Pulsos: 44, PWMooler: 223
Vazao | Tempo: 3757032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3757532, Pulsos: 33, PWMooler: 242
3758191,33.50, 150
Vazao | Tempo: 3758191, Pulsos: 44, PWMooler: 223
Vazao | Tempo: 3758532, Pulsos: 24, PWMooler: 255
Vazao | Tempo: 3759032, Pulsos: 33, PWMooler: 243
3759691,33.50, 150
Vazao | Tempo: 3759692, Pulsos: 45, PWMooler: 223
Vazao | Tempo: 3760032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3760532, Pulsos: 34, PWMooler: 240
3761191,33.50, 150
Vazao | Tempo: 3761191, Pulsos: 45, PWMooler: 221
Vazao | Tempo: 3761532, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3762032, Pulsos: 34, PWMooler: 240
3762691,33.50, 150
Vazao | Tempo: 3762691, Pulsos: 45, PWMooler: 221
Vazao | Tempo: 3763032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3763532, Pulsos: 34, PWMooler: 240
3764191,33.50, 150
Vazao | Tempo: 3764192, Pulsos: 45, PWMooler: 221
Vazao | Tempo: 3764532, Pulsos: 24, PWMooler: 254
Vazao | Tempo: 3765032, Pulsos: 34, PWMooler: 241
3765691,33.50, 150
Vazao | Tempo: 3765692, Pulsos: 45, PWMooler: 222
Vazao | Tempo: 3766032, Pulsos: 24, PWMooler: 255
Vazao | Tempo: 3766532, Pulsos: 34, PWMooler: 241
3767191,33.50, 150
Vazao | Tempo: 3767192, Pulsos: 45, PWMooler: 223
Vazao | Tempo: 3767532, Pulsos: 24, PWMooler: 255
Vazao | Tempo: 3768032, Pulsos: 34, PWMooler: 241
3768691,33.50, 150
Vazao | Tempo: 3768692, Pulsos: 45, PWMooler: 223
Vazao | Tempo: 3769032, Pulsos: 24, PWMooler: 255
Vazao | Tempo: 3769532, Pulsos: 34, PWMooler: 241
3770191,33.50, 150
Vazao | Tempo: 3770192, Pulsos: 45, PWMooler: 223
Vazao | Tempo: 3770532, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3771032, Pulsos: 34, PWMooler: 240
3771691,33.50, 150
Vazao | Tempo: 3771692, Pulsos: 44, PWMooler: 223
Vazao | Tempo: 3772032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3772532, Pulsos: 34, PWMooler: 240
3773191,33.50, 150
Vazao | Tempo: 3773192, Pulsos: 44, PWMooler: 223
Vazao | Tempo: 3773532, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3774032, Pulsos: 34, PWMooler: 240
3774691,33.50, 150
Vazao | Tempo: 3774691, Pulsos: 45, PWMooler: 221
Vazao | Tempo: 3775032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3775532, Pulsos: 34, PWMooler: 240
3776191,33.50, 150
Vazao | Tempo: 3776192, Pulsos: 44, PWMooler: 223
Vazao | Tempo: 3776532, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3777032, Pulsos: 34, PWMooler: 240
3777691,33.50, 150
Vazao | Tempo: 3777692, Pulsos: 44, PWMooler: 223
Vazao | Tempo: 3778032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3778532, Pulsos: 34, PWMooler: 240
3779191,33.50, 150
Vazao | Tempo: 3779192, Pulsos: 45, PWMooler: 221
Vazao | Tempo: 3779532, Pulsos: 24, PWMooler: 254
Vazao | Tempo: 3780032, Pulsos: 33, PWMooler: 242
3780691,33.50, 150
Vazao | Tempo: 3780691, Pulsos: 45, PWMooler: 222
Vazao | Tempo: 3781032, Pulsos: 24, PWMooler: 255
Vazao | Tempo: 3781532, Pulsos: 33, PWMooler: 243
3782191,33.50, 150
Vazao | Tempo: 3782192, Pulsos: 46, PWMooler: 221
Vazao | Tempo: 3782532, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3783032, Pulsos: 34, PWMooler: 240
3783691,33.50, 150
Vazao | Tempo: 3783692, Pulsos: 45, PWMooler: 221
Vazao | Tempo: 3784032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3784532, Pulsos: 34, PWMooler: 240
3785191,33.50, 151
Vazao | Tempo: 3785192, Pulsos: 44, PWMooler: 223
Vazao | Tempo: 3785532, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3786032, Pulsos: 33, PWMooler: 242
3786691,33.50, 151
Vazao | Tempo: 3786692, Pulsos: 45, PWMooler: 222
Vazao | Tempo: 3787032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3787532, Pulsos: 34, PWMooler: 240
3788191,33.50, 151
Vazao | Tempo: 3788191, Pulsos: 44, PWMooler: 223
Vazao | Tempo: 3788532, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3789032, Pulsos: 34, PWMooler: 240
3789691,33.50, 151
Vazao | Tempo: 3789692, Pulsos: 44, PWMooler: 223
Vazao | Tempo: 3790032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3790532, Pulsos: 32, PWMooler: 243
3791191,33.50, 151
Vazao | Tempo: 3791192, Pulsos: 45, PWMooler: 222
Vazao | Tempo: 3791532, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3792032, Pulsos: 33, PWMooler: 242
3792691,33.50, 151
Vazao | Tempo: 3792692, Pulsos: 45, PWMooler: 222
Vazao | Tempo: 3793032, Pulsos: 24, PWMooler: 254
Vazao | Tempo: 3793532, Pulsos: 33, PWMooler: 243
3794191,33.50, 151
Vazao | Tempo: 3794192, Pulsos: 45, PWMooler: 223
Vazao | Tempo: 3794532, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3795032, Pulsos: 34, PWMooler: 240
3795691,33.50, 151
Vazao | Tempo: 3795691, Pulsos: 45, PWMooler: 221
Vazao | Tempo: 3796032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3796532, Pulsos: 33, PWMooler: 242
3797191,33.50, 151
Vazao | Tempo: 3797192, Pulsos: 45, PWMooler: 222
Vazao | Tempo: 3797532, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3798032, Pulsos: 33, PWMooler: 242
3798691,33.50, 151
Vazao | Tempo: 3798691, Pulsos: 44, PWMooler: 223
Vazao | Tempo: 3799032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3799532, Pulsos: 34, PWMooler: 240
3800191,33.50, 151
Vazao | Tempo: 3800191, Pulsos: 44, PWMooler: 223
Vazao | Tempo: 3800532, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3801032, Pulsos: 33, PWMooler: 242
3801691,33.50, 151
Vazao | Tempo: 3801692, Pulsos: 44, PWMooler: 223
Vazao | Tempo: 3802032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3802532, Pulsos: 34, PWMooler: 240
3803191,33.50, 151
Vazao | Tempo: 3803192, Pulsos: 45, PWMooler: 221
Vazao | Tempo: 3803532, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3804032, Pulsos: 33, PWMooler: 242
3804691,33.56, 151
Vazao | Tempo: 3804692, Pulsos: 45, PWMooler: 222
Vazao | Tempo: 3805032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3805532, Pulsos: 34, PWMooler: 240
3806191,33.56, 151
Vazao | Tempo: 3806191, Pulsos: 45, PWMooler: 221
Vazao | Tempo: 3806532, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3807032, Pulsos: 34, PWMooler: 240
3807691,33.56, 151
Vazao | Tempo: 3807692, Pulsos: 45, PWMooler: 221
Vazao | Tempo: 3808032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3808532, Pulsos: 34, PWMooler: 240
3809191,33.56, 151
Vazao | Tempo: 3809192, Pulsos: 45, PWMooler: 221
Vazao | Tempo: 3809532, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3810032, Pulsos: 34, PWMooler: 240
3810691,33.56, 151
Vazao | Tempo: 3810692, Pulsos: 44, PWMooler: 223
Vazao | Tempo: 3811032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3811532, Pulsos: 34, PWMooler: 240
3812191,33.56, 151
Vazao | Tempo: 3812191, Pulsos: 45, PWMooler: 221
Vazao | Tempo: 3812532, Pulsos: 24, PWMooler: 254
Vazao | Tempo: 3813032, Pulsos: 33, PWMooler: 242
3813691,33.56, 151
Vazao | Tempo: 3813692, Pulsos: 45, PWMooler: 222
Vazao | Tempo: 3814032, Pulsos: 24, PWMooler: 255
Vazao | Tempo: 3814532, Pulsos: 34, PWMooler: 241
3815191,33.56, 151
Vazao | Tempo: 3815192, Pulsos: 45, PWMooler: 223
Vazao | Tempo: 3815532, Pulsos: 24, PWMooler: 255
Vazao | Tempo: 3816032, Pulsos: 34, PWMooler: 241
3816691,33.56, 151
Vazao | Tempo: 3816692, Pulsos: 44, PWMooler: 224
Vazao | Tempo: 3817032, Pulsos: 24, PWMooler: 255
Vazao | Tempo: 3817532, Pulsos: 34, PWMooler: 241
3818191,33.56, 151
Vazao | Tempo: 3818192, Pulsos: 45, PWMooler: 223
Vazao | Tempo: 3818532, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3819032, Pulsos: 34, PWMooler: 240
3819691,33.56, 151
Vazao | Tempo: 3819692, Pulsos: 46, PWMooler: 220
Vazao | Tempo: 3820032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3820532, Pulsos: 34, PWMooler: 240
3821191,33.56, 151
Vazao | Tempo: 3821192, Pulsos: 44, PWMooler: 223
Vazao | Tempo: 3821532, Pulsos: 24, PWMooler: 254
Vazao | Tempo: 3822032, Pulsos: 34, PWMooler: 241
3822691,33.56, 151
Vazao | Tempo: 3822692, Pulsos: 44, PWMooler: 224
Vazao | Tempo: 3823032, Pulsos: 24, PWMooler: 255
Vazao | Tempo: 3823532, Pulsos: 33, PWMooler: 243
3824191,33.56, 151
Vazao | Tempo: 3824192, Pulsos: 45, PWMooler: 223
Vazao | Tempo: 3824532, Pulsos: 24, PWMooler: 255
Vazao | Tempo: 3825032, Pulsos: 33, PWMooler: 243
3825691,33.62, 151
Vazao | Tempo: 3825692, Pulsos: 46, PWMooler: 221
Vazao | Tempo: 3826032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3826532, Pulsos: 34, PWMooler: 240
3827191,33.62, 151
Vazao | Tempo: 3827192, Pulsos: 45, PWMooler: 221
Vazao | Tempo: 3827532, Pulsos: 24, PWMooler: 254
Vazao | Tempo: 3828032, Pulsos: 34, PWMooler: 241
3828691,33.62, 151
Vazao | Tempo: 3828692, Pulsos: 45, PWMooler: 222
Vazao | Tempo: 3829032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3829532, Pulsos: 35, PWMooler: 238
3830191,33.62, 151
Vazao | Tempo: 3830192, Pulsos: 44, PWMooler: 223
Vazao | Tempo: 3830532, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3831032, Pulsos: 33, PWMooler: 242
3831691,33.62, 151
Vazao | Tempo: 3831692, Pulsos: 45, PWMooler: 222
Vazao | Tempo: 3832032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3832532, Pulsos: 33, PWMooler: 242
3833191,33.62, 151
Vazao | Tempo: 3833192, Pulsos: 45, PWMooler: 222
Vazao | Tempo: 3833532, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3834032, Pulsos: 34, PWMooler: 240
3834691,33.62, 151
Vazao | Tempo: 3834692, Pulsos: 45, PWMooler: 221
Vazao | Tempo: 3835032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3835532, Pulsos: 33, PWMooler: 242
3836191,33.62, 151
Vazao | Tempo: 3836192, Pulsos: 44, PWMooler: 223
Vazao | Tempo: 3836532, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3837032, Pulsos: 34, PWMooler: 240
3837691,33.62, 151
Vazao | Tempo: 3837692, Pulsos: 45, PWMooler: 221
Vazao | Tempo: 3838032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3838532, Pulsos: 34, PWMooler: 240
3839191,33.62, 151
Vazao | Tempo: 3839192, Pulsos: 45, PWMooler: 221
Vazao | Tempo: 3839532, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3840032, Pulsos: 34, PWMooler: 240
3840691,33.62, 151
Vazao | Tempo: 3840692, Pulsos: 44, PWMooler: 223
Vazao | Tempo: 3841032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3841532, Pulsos: 33, PWMooler: 242
3842191,33.62, 151
Vazao | Tempo: 3842192, Pulsos: 44, PWMooler: 223
Vazao | Tempo: 3842532, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3843032, Pulsos: 33, PWMooler: 242
3843691,33.62, 151
Vazao | Tempo: 3843692, Pulsos: 44, PWMooler: 223
Vazao | Tempo: 3844032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3844532, Pulsos: 34, PWMooler: 240
3845191,33.62, 151
Vazao | Tempo: 3845192, Pulsos: 45, PWMooler: 221
Vazao | Tempo: 3845532, Pulsos: 24, PWMooler: 254
Vazao | Tempo: 3846032, Pulsos: 34, PWMooler: 241
3846691,33.62, 151
Vazao | Tempo: 3846692, Pulsos: 44, PWMooler: 224
Vazao | Tempo: 3847032, Pulsos: 24, PWMooler: 255
Vazao | Tempo: 3847532, Pulsos: 34, PWMooler: 241
3848191,33.62, 151
Vazao | Tempo: 3848192, Pulsos: 45, PWMooler: 223
Vazao | Tempo: 3848532, Pulsos: 24, PWMooler: 255
Vazao | Tempo: 3849032, Pulsos: 34, PWMooler: 241
3849691,33.62, 151
Vazao | Tempo: 3849692, Pulsos: 44, PWMooler: 224
Vazao | Tempo: 3850032, Pulsos: 24, PWMooler: 255
Vazao | Tempo: 3850532, Pulsos: 33, PWMooler: 243
3851191,33.62, 151
Vazao | Tempo: 3851192, Pulsos: 45, PWMooler: 223
Vazao | Tempo: 3851532, Pulsos: 24, PWMooler: 255
Vazao | Tempo: 3852032, Pulsos: 34, PWMooler: 241
3852691,33.62, 151
Vazao | Tempo: 3852692, Pulsos: 45, PWMooler: 223
Vazao | Tempo: 3853032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3853532, Pulsos: 34, PWMooler: 240
3854191,33.62, 151
Vazao | Tempo: 3854192, Pulsos: 45, PWMooler: 221
Vazao | Tempo: 3854532, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3855032, Pulsos: 34, PWMooler: 240
3855691,33.62, 151
Vazao | Tempo: 3855692, Pulsos: 44, PWMooler: 223
Vazao | Tempo: 3856032, Pulsos: 24, PWMooler: 254
Vazao | Tempo: 3856532, Pulsos: 34, PWMooler: 241
3857191,33.62, 151
Vazao | Tempo: 3857192, Pulsos: 45, PWMooler: 222
Vazao | Tempo: 3857532, Pulsos: 24, PWMooler: 255
Vazao | Tempo: 3858032, Pulsos: 34, PWMooler: 241
3858691,33.62, 151
Vazao | Tempo: 3858692, Pulsos: 45, PWMooler: 223
Vazao | Tempo: 3859032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3859532, Pulsos: 34, PWMooler: 240
3860191,33.62, 151
Vazao | Tempo: 3860192, Pulsos: 45, PWMooler: 221
Vazao | Tempo: 3860532, Pulsos: 24, PWMooler: 254
Vazao | Tempo: 3861032, Pulsos: 33, PWMooler: 242
3861691,33.62, 151
Vazao | Tempo: 3861692, Pulsos: 45, PWMooler: 222
Vazao | Tempo: 3862032, Pulsos: 24, PWMooler: 255
Vazao | Tempo: 3862532, Pulsos: 34, PWMooler: 241
3863191,33.62, 152
Vazao | Tempo: 3863192, Pulsos: 45, PWMooler: 223
Vazao | Tempo: 3863532, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3864032, Pulsos: 34, PWMooler: 240
3864691,33.62, 152
Vazao | Tempo: 3864692, Pulsos: 46, PWMooler: 220
Vazao | Tempo: 3865032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3865532, Pulsos: 34, PWMooler: 240
3866191,33.62, 152
Vazao | Tempo: 3866192, Pulsos: 44, PWMooler: 223
Vazao | Tempo: 3866532, Pulsos: 24, PWMooler: 254
Vazao | Tempo: 3867032, Pulsos: 33, PWMooler: 243
3867691,33.62, 152
Vazao | Tempo: 3867692, Pulsos: 44, PWMooler: 224
Vazao | Tempo: 3868032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3868532, Pulsos: 34, PWMooler: 240
3869191,33.62, 152
Vazao | Tempo: 3869192, Pulsos: 45, PWMooler: 221
Vazao | Tempo: 3869532, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3870032, Pulsos: 34, PWMooler: 240
3870691,33.62, 152
Vazao | Tempo: 3870692, Pulsos: 44, PWMooler: 223
Vazao | Tempo: 3871032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 3871532, Pulsos: 33, PWMooler: 242
3872191,33.62, 152
